packet_id	variant	predicted_biological_mode	predicted_top_mode	predicted_artifact_class	predicted_identifiability	predicted_event_support_code	predicted_e0_reason_code	ambiguity_returned	collapsed_ladder_overstatement	predicted_v_tag	truth_biological_mode	truth_artifact_class	truth_identifiability	truth_n_blocks	truth_event_support_code	truth_e0_reason_code	truth_v_outcome	truth_v_reversal	truth_v_rescue	truth_v_replication	truth_v_tag
F0334	full_ted	ambiguous	delay	composition	ambiguous	E0	E0_not_estimable	True	False	rescue	delay	composition	ambiguous	2	E0	E0_not_estimable	False	False	True	False	rescue
F0335	full_ted	ambiguous	delay	composition	ambiguous	E0	E0_not_estimable	True	False	replication	delay	composition	ambiguous	2	E0	E0_not_estimable	False	False	False	True	replication
F0336	full_ted	ambiguous	delay	composition	ambiguous	E0	E0_artifact_dominated	True	False	none	delay	composition	ambiguous	3	E0	E0_artifact_dominated	False	False	False	False	none
F0337	full_ted	ambiguous	delay	composition	ambiguous	E0	E0_artifact_dominated	True	False	outcome	delay	composition	ambiguous	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0338	full_ted	ambiguous	delay	composition	ambiguous	E0	E0_artifact_dominated	True	False	reversal	delay	composition	ambiguous	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0339	full_ted	ambiguous	delay	composition	ambiguous	E0	E0_artifact_dominated	True	False	rescue	delay	composition	ambiguous	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0340	full_ted	ambiguous	delay	composition	ambiguous	E0	E0_artifact_dominated	True	False	replication	delay	composition	ambiguous	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0341	full_ted	ambiguous	delay	composition	ambiguous	E0	E0_artifact_dominated	True	False	none	delay	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	False	False	none
F0342	full_ted	ambiguous	delay	composition	ambiguous	E0	E0_artifact_dominated	True	False	outcome	delay	composition	ambiguous	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0343	full_ted	ambiguous	delay	composition	ambiguous	E0	E0_artifact_dominated	True	False	reversal	delay	composition	ambiguous	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0344	full_ted	ambiguous	delay	composition	ambiguous	E0	E0_artifact_dominated	True	False	rescue	delay	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0345	full_ted	ambiguous	delay	composition	ambiguous	E0	E0_artifact_dominated	True	False	replication	delay	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0346	full_ted	ambiguous	delay	composition	not_identifiable	E0	E0_not_estimable	True	False	none	delay	composition	not_identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0347	full_ted	ambiguous	delay	composition	not_identifiable	E0	E0_not_estimable	True	False	outcome	delay	composition	not_identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0348	full_ted	ambiguous	delay	composition	not_identifiable	E0	E0_not_estimable	True	False	reversal	delay	composition	not_identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0349	full_ted	ambiguous	delay	composition	not_identifiable	E0	E0_not_estimable	True	False	rescue	delay	composition	not_identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0350	full_ted	ambiguous	activation	composition	not_identifiable	E0	E0_not_estimable	True	False	replication	delay	composition	not_identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0351	full_ted	ambiguous	activation	composition	not_identifiable	E0	E0_not_identifiable	True	False	none	delay	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	False	False	none
F0352	full_ted	ambiguous	activation	composition	not_identifiable	E0	E0_not_identifiable	True	False	outcome	delay	composition	not_identifiable	3	E0	E0_not_identifiable	True	False	False	False	outcome
F0353	full_ted	ambiguous	delay	composition	not_identifiable	E0	E0_not_identifiable	True	False	reversal	delay	composition	not_identifiable	3	E0	E0_not_identifiable	False	True	False	False	reversal
F0354	full_ted	ambiguous	delay	composition	not_identifiable	E0	E0_not_identifiable	True	False	rescue	delay	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	True	False	rescue
F0355	full_ted	ambiguous	delay	composition	not_identifiable	E0	E0_not_identifiable	True	False	replication	delay	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	False	True	replication
F0356	full_ted	ambiguous	delay	composition	not_identifiable	E0	E0_not_identifiable	True	False	none	delay	composition	not_identifiable	5	E0	E0_not_identifiable	False	False	False	False	none
F0357	full_ted	ambiguous	activation	composition	not_identifiable	E0	E0_not_identifiable	True	False	outcome	delay	composition	not_identifiable	5	E0	E0_not_identifiable	True	False	False	False	outcome
F0358	full_ted	ambiguous	delay	composition	not_identifiable	E0	E0_not_identifiable	True	False	reversal	delay	composition	not_identifiable	5	E0	E0_not_identifiable	False	True	False	False	reversal
F0359	full_ted	ambiguous	activation	composition	not_identifiable	E0	E0_not_identifiable	True	False	rescue	delay	composition	not_identifiable	5	E0	E0_not_identifiable	False	False	True	False	rescue
F0360	full_ted	ambiguous	delay	composition	not_identifiable	E0	E0_not_identifiable	True	False	replication	delay	composition	not_identifiable	5	E0	E0_not_identifiable	False	False	False	True	replication
F0361	full_ted	ambiguous	delay	stress	identifiable	E0	E0_not_estimable	True	False	none	delay	stress	identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0362	full_ted	ambiguous	delay	stress	identifiable	E0	E0_not_estimable	True	False	outcome	delay	stress	identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0363	full_ted	ambiguous	delay	stress	identifiable	E0	E0_not_estimable	True	False	reversal	delay	stress	identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0364	full_ted	ambiguous	delay	stress	identifiable	E0	E0_not_estimable	True	False	rescue	delay	stress	identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0365	full_ted	ambiguous	delay	stress	identifiable	E0	E0_not_estimable	True	False	replication	delay	stress	identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0366	full_ted	ambiguous	delay	stress	identifiable	E0	E0_artifact_dominated	True	False	none	delay	stress	identifiable	3	E0	E0_artifact_dominated	False	False	False	False	none
F0367	full_ted	ambiguous	delay	stress	identifiable	E0	E0_artifact_dominated	True	False	outcome	delay	stress	identifiable	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0368	full_ted	ambiguous	delay	stress	identifiable	E0	E0_artifact_dominated	True	False	reversal	delay	stress	identifiable	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0369	full_ted	ambiguous	delay	stress	identifiable	E0	E0_artifact_dominated	True	False	rescue	delay	stress	identifiable	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0370	full_ted	ambiguous	delay	stress	identifiable	E0	E0_artifact_dominated	True	False	replication	delay	stress	identifiable	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0371	full_ted	ambiguous	delay	stress	identifiable	E0	E0_artifact_dominated	True	False	none	delay	stress	identifiable	5	E0	E0_artifact_dominated	False	False	False	False	none
F0372	full_ted	ambiguous	delay	stress	identifiable	E0	E0_artifact_dominated	True	False	outcome	delay	stress	identifiable	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0373	full_ted	ambiguous	delay	stress	identifiable	E0	E0_artifact_dominated	True	False	reversal	delay	stress	identifiable	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0374	full_ted	ambiguous	delay	stress	identifiable	E0	E0_artifact_dominated	True	False	rescue	delay	stress	identifiable	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0375	full_ted	ambiguous	delay	stress	identifiable	E0	E0_artifact_dominated	True	False	replication	delay	stress	identifiable	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0376	full_ted	ambiguous	delay	stress	ambiguous	E0	E0_not_estimable	True	False	none	delay	stress	ambiguous	2	E0	E0_not_estimable	False	False	False	False	none
F0377	full_ted	ambiguous	delay	stress	ambiguous	E0	E0_not_estimable	True	False	outcome	delay	stress	ambiguous	2	E0	E0_not_estimable	True	False	False	False	outcome
F0378	full_ted	ambiguous	delay	stress	ambiguous	E0	E0_not_estimable	True	False	reversal	delay	stress	ambiguous	2	E0	E0_not_estimable	False	True	False	False	reversal
F0379	full_ted	ambiguous	delay	stress	ambiguous	E0	E0_not_estimable	True	False	rescue	delay	stress	ambiguous	2	E0	E0_not_estimable	False	False	True	False	rescue
F0380	full_ted	ambiguous	delay	stress	ambiguous	E0	E0_not_estimable	True	False	replication	delay	stress	ambiguous	2	E0	E0_not_estimable	False	False	False	True	replication
F0381	full_ted	ambiguous	delay	stress	ambiguous	E0	E0_artifact_dominated	True	False	none	delay	stress	ambiguous	3	E0	E0_artifact_dominated	False	False	False	False	none
F0382	full_ted	ambiguous	delay	stress	ambiguous	E0	E0_artifact_dominated	True	False	outcome	delay	stress	ambiguous	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0383	full_ted	ambiguous	delay	stress	ambiguous	E0	E0_artifact_dominated	True	False	reversal	delay	stress	ambiguous	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0384	full_ted	ambiguous	delay	stress	ambiguous	E0	E0_artifact_dominated	True	False	rescue	delay	stress	ambiguous	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0385	full_ted	ambiguous	delay	stress	ambiguous	E0	E0_artifact_dominated	True	False	replication	delay	stress	ambiguous	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0386	full_ted	ambiguous	delay	stress	ambiguous	E0	E0_artifact_dominated	True	False	none	delay	stress	ambiguous	5	E0	E0_artifact_dominated	False	False	False	False	none
F0387	full_ted	ambiguous	delay	stress	ambiguous	E0	E0_artifact_dominated	True	False	outcome	delay	stress	ambiguous	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0388	full_ted	ambiguous	delay	stress	ambiguous	E0	E0_artifact_dominated	True	False	reversal	delay	stress	ambiguous	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0389	full_ted	ambiguous	delay	stress	ambiguous	E0	E0_artifact_dominated	True	False	rescue	delay	stress	ambiguous	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0390	full_ted	ambiguous	delay	stress	ambiguous	E0	E0_artifact_dominated	True	False	replication	delay	stress	ambiguous	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0391	full_ted	ambiguous	activation	stress	not_identifiable	E0	E0_not_estimable	True	False	none	delay	stress	not_identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0392	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_estimable	True	False	outcome	delay	stress	not_identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0393	full_ted	ambiguous	redirection	stress	not_identifiable	E0	E0_not_estimable	True	False	reversal	delay	stress	not_identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0394	full_ted	ambiguous	redirection	stress	not_identifiable	E0	E0_not_estimable	True	False	rescue	delay	stress	not_identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0395	full_ted	ambiguous	delay	stress	not_identifiable	E0	E0_not_estimable	True	False	replication	delay	stress	not_identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0396	full_ted	ambiguous	redirection	stress	not_identifiable	E0	E0_not_identifiable	True	False	none	delay	stress	not_identifiable	3	E0	E0_not_identifiable	False	False	False	False	none
F0397	full_ted	ambiguous	delay	stress	not_identifiable	E0	E0_not_identifiable	True	False	outcome	delay	stress	not_identifiable	3	E0	E0_not_identifiable	True	False	False	False	outcome
F0398	full_ted	ambiguous	delay	stress	not_identifiable	E0	E0_not_identifiable	True	False	reversal	delay	stress	not_identifiable	3	E0	E0_not_identifiable	False	True	False	False	reversal
F0399	full_ted	ambiguous	delay	stress	not_identifiable	E0	E0_not_identifiable	True	False	rescue	delay	stress	not_identifiable	3	E0	E0_not_identifiable	False	False	True	False	rescue
F0400	full_ted	ambiguous	delay	stress	not_identifiable	E0	E0_not_identifiable	True	False	replication	delay	stress	not_identifiable	3	E0	E0_not_identifiable	False	False	False	True	replication
F0401	full_ted	ambiguous	delay	stress	not_identifiable	E0	E0_not_identifiable	True	False	none	delay	stress	not_identifiable	5	E0	E0_not_identifiable	False	False	False	False	none
F0402	full_ted	ambiguous	delay	stress	not_identifiable	E0	E0_not_identifiable	True	False	outcome	delay	stress	not_identifiable	5	E0	E0_not_identifiable	True	False	False	False	outcome
F0403	full_ted	ambiguous	persistent_loss	stress	not_identifiable	E0	E0_not_identifiable	True	False	reversal	delay	stress	not_identifiable	5	E0	E0_not_identifiable	False	True	False	False	reversal
F0404	full_ted	ambiguous	delay	stress	not_identifiable	E0	E0_not_identifiable	True	False	rescue	delay	stress	not_identifiable	5	E0	E0_not_identifiable	False	False	True	False	rescue
F0405	full_ted	ambiguous	delay	stress	not_identifiable	E0	E0_not_identifiable	True	False	replication	delay	stress	not_identifiable	5	E0	E0_not_identifiable	False	False	False	True	replication
F0406	full_ted	ambiguous	persistent_loss	none	ambiguous	E0	E0_not_estimable	True	False	none	persistent_loss	none	identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0407	full_ted	persistent_loss	persistent_loss	none	identifiable	E0	E0_not_estimable	False	False	outcome	persistent_loss	none	identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0408	full_ted	ambiguous	persistent_loss	none	ambiguous	E0	E0_not_estimable	True	False	reversal	persistent_loss	none	identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0409	full_ted	ambiguous	persistent_loss	none	ambiguous	E0	E0_not_estimable	True	False	rescue	persistent_loss	none	identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0410	full_ted	ambiguous	persistent_loss	none	ambiguous	E0	E0_not_estimable	True	False	replication	persistent_loss	none	identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0411	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	none	persistent_loss	none	identifiable	3	E1		False	False	False	False	none
F0412	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	outcome	persistent_loss	none	identifiable	3	E1		True	False	False	False	outcome
F0413	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	reversal	persistent_loss	none	identifiable	3	E1		False	True	False	False	reversal
F0414	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	rescue	persistent_loss	none	identifiable	3	E1		False	False	True	False	rescue
F0415	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	replication	persistent_loss	none	identifiable	3	E1		False	False	False	True	replication
F0416	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	none	persistent_loss	none	identifiable	5	E2		False	False	False	False	none
F0417	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	outcome	persistent_loss	none	identifiable	5	E2		True	False	False	False	outcome
F0418	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	reversal	persistent_loss	none	identifiable	5	E2		False	True	False	False	reversal
F0419	full_ted	persistent_loss	persistent_loss	none	identifiable	E2		False	False	rescue	persistent_loss	none	identifiable	5	E2		False	False	True	False	rescue
F0420	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	replication	persistent_loss	none	identifiable	5	E2		False	False	False	True	replication
F0421	full_ted	ambiguous	persistent_loss	none	ambiguous	E0	E0_not_estimable	True	False	none	persistent_loss	none	ambiguous	2	E0	E0_not_estimable	False	False	False	False	none
F0422	full_ted	ambiguous	persistent_loss	none	ambiguous	E0	E0_not_estimable	True	False	outcome	persistent_loss	none	ambiguous	2	E0	E0_not_estimable	True	False	False	False	outcome
F0423	full_ted	ambiguous	persistent_loss	none	ambiguous	E0	E0_not_estimable	True	False	reversal	persistent_loss	none	ambiguous	2	E0	E0_not_estimable	False	True	False	False	reversal
F0424	full_ted	ambiguous	persistent_loss	none	ambiguous	E0	E0_not_estimable	True	False	rescue	persistent_loss	none	ambiguous	2	E0	E0_not_estimable	False	False	True	False	rescue
F0425	full_ted	ambiguous	persistent_loss	none	ambiguous	E0	E0_not_estimable	True	False	replication	persistent_loss	none	ambiguous	2	E0	E0_not_estimable	False	False	False	True	replication
F0426	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	none	persistent_loss	none	ambiguous	3	E1		False	False	False	False	none
F0427	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	outcome	persistent_loss	none	ambiguous	3	E1		True	False	False	False	outcome
F0428	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	reversal	persistent_loss	none	ambiguous	3	E1		False	True	False	False	reversal
F0429	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	rescue	persistent_loss	none	ambiguous	3	E1		False	False	True	False	rescue
F0430	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	replication	persistent_loss	none	ambiguous	3	E1		False	False	False	True	replication
F0431	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	none	persistent_loss	none	ambiguous	5	E1		False	False	False	False	none
F0432	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	outcome	persistent_loss	none	ambiguous	5	E1		True	False	False	False	outcome
F0433	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	reversal	persistent_loss	none	ambiguous	5	E1		False	True	False	False	reversal
F0434	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	rescue	persistent_loss	none	ambiguous	5	E1		False	False	True	False	rescue
F0435	full_ted	ambiguous	persistent_loss	none	ambiguous	E1		True	False	replication	persistent_loss	none	ambiguous	5	E1		False	False	False	True	replication
F0436	full_ted	ambiguous	persistent_loss	none	not_identifiable	E0	E0_not_estimable	True	False	none	persistent_loss	none	not_identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0437	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_estimable	True	False	outcome	persistent_loss	none	not_identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0438	full_ted	ambiguous	persistent_loss	none	not_identifiable	E0	E0_not_estimable	True	False	reversal	persistent_loss	none	not_identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0439	full_ted	ambiguous	redirection	none	not_identifiable	E0	E0_not_estimable	True	False	rescue	persistent_loss	none	not_identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0440	full_ted	ambiguous	persistent_loss	none	not_identifiable	E0	E0_not_estimable	True	False	replication	persistent_loss	none	not_identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0441	full_ted	ambiguous	persistent_loss	none	not_identifiable	E0	E0_not_identifiable	True	False	none	persistent_loss	none	not_identifiable	3	E0	E0_not_identifiable	False	False	False	False	none
F0442	full_ted	ambiguous	persistent_loss	none	not_identifiable	E0	E0_not_identifiable	True	False	outcome	persistent_loss	none	not_identifiable	3	E0	E0_not_identifiable	True	False	False	False	outcome
F0443	full_ted	ambiguous	persistent_loss	none	not_identifiable	E0	E0_not_identifiable	True	False	reversal	persistent_loss	none	not_identifiable	3	E0	E0_not_identifiable	False	True	False	False	reversal
F0444	full_ted	ambiguous	suppression	none	not_identifiable	E0	E0_not_identifiable	True	False	rescue	persistent_loss	none	not_identifiable	3	E0	E0_not_identifiable	False	False	True	False	rescue
F0445	full_ted	ambiguous	persistent_loss	none	not_identifiable	E0	E0_not_identifiable	True	False	replication	persistent_loss	none	not_identifiable	3	E0	E0_not_identifiable	False	False	False	True	replication
F0446	full_ted	ambiguous	suppression	none	not_identifiable	E0	E0_not_identifiable	True	False	none	persistent_loss	none	not_identifiable	5	E0	E0_not_identifiable	False	False	False	False	none
F0447	full_ted	ambiguous	suppression	none	not_identifiable	E0	E0_not_identifiable	True	False	outcome	persistent_loss	none	not_identifiable	5	E0	E0_not_identifiable	True	False	False	False	outcome
F0448	full_ted	ambiguous	suppression	none	not_identifiable	E0	E0_not_identifiable	True	False	reversal	persistent_loss	none	not_identifiable	5	E0	E0_not_identifiable	False	True	False	False	reversal
F0449	full_ted	ambiguous	persistent_loss	none	not_identifiable	E0	E0_not_identifiable	True	False	rescue	persistent_loss	none	not_identifiable	5	E0	E0_not_identifiable	False	False	True	False	rescue
F0450	full_ted	ambiguous	persistent_loss	none	not_identifiable	E0	E0_not_identifiable	True	False	replication	persistent_loss	none	not_identifiable	5	E0	E0_not_identifiable	False	False	False	True	replication
F0451	full_ted	ambiguous	persistent_loss	composition	identifiable	E0	E0_not_estimable	True	False	none	persistent_loss	composition	identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0452	full_ted	ambiguous	persistent_loss	composition	identifiable	E0	E0_not_estimable	True	False	outcome	persistent_loss	composition	identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0453	full_ted	ambiguous	persistent_loss	composition	identifiable	E0	E0_not_estimable	True	False	reversal	persistent_loss	composition	identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0454	full_ted	ambiguous	persistent_loss	composition	identifiable	E0	E0_not_estimable	True	False	rescue	persistent_loss	composition	identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0455	full_ted	ambiguous	persistent_loss	composition	identifiable	E0	E0_not_estimable	True	False	replication	persistent_loss	composition	identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0456	full_ted	ambiguous	persistent_loss	composition	identifiable	E0	E0_artifact_dominated	True	False	none	persistent_loss	composition	identifiable	3	E0	E0_artifact_dominated	False	False	False	False	none
F0457	full_ted	ambiguous	persistent_loss	composition	identifiable	E0	E0_artifact_dominated	True	False	outcome	persistent_loss	composition	identifiable	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0458	full_ted	ambiguous	persistent_loss	composition	identifiable	E0	E0_artifact_dominated	True	False	reversal	persistent_loss	composition	identifiable	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0459	full_ted	ambiguous	persistent_loss	composition	identifiable	E0	E0_artifact_dominated	True	False	rescue	persistent_loss	composition	identifiable	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0460	full_ted	ambiguous	persistent_loss	composition	identifiable	E0	E0_artifact_dominated	True	False	replication	persistent_loss	composition	identifiable	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0461	full_ted	ambiguous	persistent_loss	composition	identifiable	E0	E0_artifact_dominated	True	False	none	persistent_loss	composition	identifiable	5	E0	E0_artifact_dominated	False	False	False	False	none
F0462	full_ted	ambiguous	persistent_loss	composition	identifiable	E0	E0_artifact_dominated	True	False	outcome	persistent_loss	composition	identifiable	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0463	full_ted	ambiguous	persistent_loss	composition	identifiable	E0	E0_artifact_dominated	True	False	reversal	persistent_loss	composition	identifiable	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0464	full_ted	ambiguous	persistent_loss	composition	identifiable	E0	E0_artifact_dominated	True	False	rescue	persistent_loss	composition	identifiable	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0465	full_ted	ambiguous	persistent_loss	composition	identifiable	E0	E0_artifact_dominated	True	False	replication	persistent_loss	composition	identifiable	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0466	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_not_estimable	True	False	none	persistent_loss	composition	ambiguous	2	E0	E0_not_estimable	False	False	False	False	none
F0467	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_not_estimable	True	False	outcome	persistent_loss	composition	ambiguous	2	E0	E0_not_estimable	True	False	False	False	outcome
F0468	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_not_estimable	True	False	reversal	persistent_loss	composition	ambiguous	2	E0	E0_not_estimable	False	True	False	False	reversal
F0469	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_not_estimable	True	False	rescue	persistent_loss	composition	ambiguous	2	E0	E0_not_estimable	False	False	True	False	rescue
F0470	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_not_estimable	True	False	replication	persistent_loss	composition	ambiguous	2	E0	E0_not_estimable	False	False	False	True	replication
F0471	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_artifact_dominated	True	False	none	persistent_loss	composition	ambiguous	3	E0	E0_artifact_dominated	False	False	False	False	none
F0472	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_artifact_dominated	True	False	outcome	persistent_loss	composition	ambiguous	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0473	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_artifact_dominated	True	False	reversal	persistent_loss	composition	ambiguous	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0474	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_artifact_dominated	True	False	rescue	persistent_loss	composition	ambiguous	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0475	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_artifact_dominated	True	False	replication	persistent_loss	composition	ambiguous	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0476	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_artifact_dominated	True	False	none	persistent_loss	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	False	False	none
F0477	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_artifact_dominated	True	False	outcome	persistent_loss	composition	ambiguous	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0478	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_artifact_dominated	True	False	reversal	persistent_loss	composition	ambiguous	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0479	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_artifact_dominated	True	False	rescue	persistent_loss	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0480	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_artifact_dominated	True	False	replication	persistent_loss	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0481	full_ted	ambiguous	persistent_loss	composition	not_identifiable	E0	E0_not_estimable	True	False	none	persistent_loss	composition	not_identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0482	full_ted	ambiguous	redirection	composition	not_identifiable	E0	E0_not_estimable	True	False	outcome	persistent_loss	composition	not_identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0483	full_ted	ambiguous	persistent_loss	composition	not_identifiable	E0	E0_not_estimable	True	False	reversal	persistent_loss	composition	not_identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0484	full_ted	ambiguous	persistent_loss	composition	not_identifiable	E0	E0_not_estimable	True	False	rescue	persistent_loss	composition	not_identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0485	full_ted	ambiguous	persistent_loss	composition	not_identifiable	E0	E0_not_estimable	True	False	replication	persistent_loss	composition	not_identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0486	full_ted	ambiguous	redirection	composition	not_identifiable	E0	E0_not_identifiable	True	False	none	persistent_loss	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	False	False	none
F0487	full_ted	ambiguous	persistent_loss	composition	not_identifiable	E0	E0_not_identifiable	True	False	outcome	persistent_loss	composition	not_identifiable	3	E0	E0_not_identifiable	True	False	False	False	outcome
F0488	full_ted	ambiguous	persistent_loss	composition	not_identifiable	E0	E0_not_identifiable	True	False	reversal	persistent_loss	composition	not_identifiable	3	E0	E0_not_identifiable	False	True	False	False	reversal
F0489	full_ted	ambiguous	persistent_loss	composition	not_identifiable	E0	E0_not_identifiable	True	False	rescue	persistent_loss	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	True	False	rescue
F0490	full_ted	ambiguous	persistent_loss	composition	not_identifiable	E0	E0_not_identifiable	True	False	replication	persistent_loss	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	False	True	replication
F0491	full_ted	ambiguous	persistent_loss	composition	not_identifiable	E0	E0_not_identifiable	True	False	none	persistent_loss	composition	not_identifiable	5	E0	E0_not_identifiable	False	False	False	False	none
